2022-09-23 17:20:42.599828,5,5,JOE L.
2022-09-24 03:50:35.138780,4,4,4 of 4
2022-09-24 04:14:56.074710,2,2,Anthony B.  
2022-09-23 20:11:53.904385,1,1,Anthony B.
2022-09-23 20:00:34.193154,5,6,K.Y.A.
